season_id,pitcher_id,pitch_hand,pitch_type,arm_angle,horiz_movement,vert_movement
2025,678495,R,SL,39.6,-10.816944444444445,2.316666666666667
2025,678606,L,CH,32.1,18.04754716981132,0.5777358490566038
2025,678606,L,FF,32.1,16.54245283018868,8.135849056603774
2025,678606,L,SI,32.1,18.293574297188755,6.5459170013386885
2025,678606,L,SL,32.1,-0.2944444444444445,3.401111111111111
2025,678692,R,CH,41.9,16.791145833333335,3.4671875
2025,678692,R,FF,41.9,6.337209302325581,18.43081395348837
2025,678692,R,SL,41.9,-3.944074074074074,4.748888888888889
2025,678692,R,ST,41.9,-13.015243902439025,1.201829268292683
2025,678821,L,CU,26.5,-10.400847457627119,-1.9889830508474575
2025,678821,L,FF,26.5,12.228571428571428,13.322077922077922
2025,678906,R,CH,23.6,15.974576271186441,2.5661016949152544
2025,678906,R,CU,23.6,-15.478205128205127,-8.044871794871796
2025,678906,R,FF,23.6,8.67972027972028,12.966433566433567
2025,678906,R,SI,23.6,15.06056338028169,3.2859154929577463
2025,678906,R,ST,23.6,-13.863063063063063,1.250900900900901
2025,679358,R,FF,45.6,10.180813953488371,16.851744186046513
2025,679358,R,SL,45.6,-4.074576271186441,6.375706214689266
2025,679775,L,SI,9.2,18.337362637362638,2.1355311355311355
2025,679775,L,ST,9.2,-13.062068965517241,2.1982758620689657
2025,679883,R,CU,51.5,-10.808510638297872,-6.019148936170213
2025,679883,R,FF,51.5,0.5904761904761905,13.633333333333333
2025,679883,R,SI,51.5,12.111538461538462,10.578846153846154
2025,679885,R,FF,37.9,11.779166666666667,14.072222222222223
2025,679885,R,SI,37.9,16.02528735632184,7.3597701149425285
2025,680573,R,CH,46,15.73125,11.0675
2025,680573,R,CU,46,-5.841224489795918,-13.705714285714286
2025,680573,R,FF,46,5.374883177570093,18.367289719626168
2025,680573,R,SL,46,-4.8696078431372545,5.77686274509804
2025,680684,R,CH,48.9,15.446825396825396,3.5730158730158728
2025,680684,R,FF,48.9,7.148469387755102,18.635714285714286
2025,680684,R,SI,48.9,14.342857142857143,12.962637362637363
2025,680684,R,ST,48.9,-10.64421052631579,3.353684210526316
2025,680689,R,CH,31.3,15.681684981684981,2.3197802197802195
2025,680689,R,CU,31.3,-7.8938461538461535,-8.186153846153847
2025,680689,R,FF,31.3,9.909420289855072,14.645652173913044
2025,680689,R,SI,31.3,16.800510204081633,8.011224489795918
2025,680694,R,CU,56.3,-5.2828125,-12.1671875
2025,680694,R,FF,56.3,-1.5178571428571428,16.049107142857142
2025,680694,R,SI,56.3,11.527950310559007,14.049689440993788
2025,680694,R,SL,56.3,-12.162420382165605,0.14012738853503195
2025,680704,R,FF,11.8,13.40983606557377,13.081967213114755
2025,680704,R,SL,11.8,-14.693617021276596,7.6326241134751776
2025,680729,L,SI,48,12.774683544303798,5.7683544303797465
2025,680729,L,SL,48,-1.137,-2.355
2025,680730,L,CU,60.8,-0.6998316498316499,-6.982154882154882
2025,680730,L,FF,60.8,5.800399733510993,17.981212524983345
2025,680730,L,SL,60.8,-4.611656441717791,2.5868098159509203
2025,680732,R,CH,42.3,14.780645161290323,8.898064516129033
2025,680732,R,FF,42.3,4.99941348973607,18.39188660801564
2025,680732,R,SI,42.3,12.976521739130435,15.04782608695652
2025,680732,R,SL,42.3,-5.376923076923077,4.897115384615384
2025,680735,L,CU,52.8,-2.4093333333333335,-8.416
2025,680735,L,FF,52.8,3.8697368421052634,18.14078947368421
2025,680735,L,SL,52.8,-4.607194244604316,4.326618705035971
2025,680736,L,CU,36.7,-7.885106382978724,-8.898936170212766
2025,680736,L,FC,36.7,-0.6785714285714286,8.574675324675324
2025,680736,L,FF,36.7,7.214743589743589,16.22724358974359
2025,680736,L,SI,36.7,14.496,10.6
2025,680736,L,SL,36.7,-3.3490774907749077,0.06383763837638376
2025,680742,R,CH,41.1,12.424590163934425,4.631147540983607
2025,680742,R,CU,41.1,-12.23857142857143,-7.1657142857142855
2025,680742,R,FF,41.1,7.966255144032922,17.67283950617284
2025,680742,R,SI,41.1,14.002380952380953,12.507142857142858
2025,680742,R,SL,41.1,-3.4008810572687223,-1.03215859030837
2025,680755,R,CU,49.1,-5.029508196721311,-14.788196721311476
2025,680755,R,FF,49.1,4.891891891891892,17.737837837837837
2025,680755,R,SL,49.1,-2.2357366771159874,2.413793103448276
2025,680767,R,CH,40.7,14.3,1.6491666666666667
2025,680767,R,FF,40.7,5.78454011741683,13.363013698630137
2025,680767,R,SL,40.7,-3.6474576271186443,-2.9059322033898307
2025,680880,R,FF,39.7,8.827777777777778,15.180555555555555
2025,680880,R,SL,39.7,-0.19800000000000006,1.654
2025,680885,R,CU,35.8,-8.122777777777777,-7.215
2025,680885,R,FC,35.8,-0.5610169491525424,10.98870056497175
2025,680885,R,FF,35.8,5.439459459459459,14.827027027027027
2025,680885,R,SI,35.8,15.187341772151898,7.416455696202532
2025,680885,R,SL,35.8,-2.516140350877193,-2.223859649122807
2025,680951,L,FF,44.7,8.106,16.83
2025,681006,L,CH,25.1,12.701492537313433,-0.8940298507462687
2025,681006,L,CU,25.1,-10.868275862068966,-10.128275862068966
2025,681006,L,FF,25.1,8.809722222222222,13.558333333333334
2025,681006,L,SI,25.1,15.122058823529411,5.493382352941176
2025,681006,L,ST,25.1,-13.474050632911393,1.0063291139240507
2025,681151,R,FF,27.8,10.765060240963855,13.973493975903615
2025,681168,R,FF,34.2,12.61111111111111,13.791919191919192
2025,681168,R,SI,34.2,16.274025974025975,11.077922077922079
2025,681168,R,SL,34.2,-3.06793893129771,2.9236641221374047
2025,681190,R,CH,35.4,18.48716216216216,4.92972972972973
2025,681190,R,CU,35.4,-12.343840579710145,-6.5076086956521735
2025,681190,R,FC,35.4,-1.4181308411214952,10.934953271028037
2025,681190,R,FF,35.4,9.089601769911503,15.582522123893805
2025,681190,R,SI,35.4,15.415121951219513,11.303658536585365
2025,681190,R,ST,35.4,-12.677935943060499,4.598932384341637
2025,681217,R,FF,32.7,7.765789473684211,15.93421052631579
2025,681217,R,ST,32.7,-9.917391304347825,0.38985507246376805
2025,681293,R,CH,21.5,15.14655172413793,4.1017241379310345
2025,681293,R,CU,21.5,-16.315827338129495,-7.399280575539568
2025,681293,R,FC,21.5,-3.7825581395348835,8.363953488372093
2025,681293,R,FF,21.5,12.95357142857143,15.012755102040817
2025,681293,R,SI,21.5,16.830909090909092,9.692727272727273
2025,681293,R,ST,21.5,-15.45,1.6892857142857143
2025,681343,R,CH,33.7,14.617487684729063,1.3923645320197044
2025,681343,R,CU,33.7,-5.86543909348442,-11.562606232294618
2025,681343,R,FF,33.7,7.26455463728191,14.260514233241507
2025,681343,R,SI,33.7,15.297666666666666,9.560666666666666
2025,681343,R,SL,33.7,-2.477238805970149,3.6880597014925374
2025,681347,R,CH,47.7,13.872054794520547,7.949315068493151
2025,681347,R,CU,47.7,-8.82896174863388,-16.227868852459018
2025,681347,R,FF,47.7,5.665614617940199,16.93172757475083
2025,681347,R,SI,47.7,14.194252873563219,11.86896551724138
2025,681347,R,SL,47.7,-3.6486666666666667,2.968
2025,681517,R,CH,45.2,11.648062015503877,5.335658914728682
2025,681517,R,CU,45.2,-8.696296296296296,-12.90082304526749
2025,681517,R,FF,45.2,3.1580882352941178,16.57156862745098
2025,681517,R,SI,45.2,13.037623762376237,12.243564356435643
2025,681517,R,SL,45.2,-4.636395759717314,5.009187279151943
2025,681517,R,ST,45.2,-15.101075268817205,3.295698924731183
2025,681676,R,FF,56.3,8.185858585858586,17.43989898989899
2025,681676,R,SL,56.3,-2.788259109311741,0.39068825910931176
2025,681751,R,FF,48.6,7.589655172413793,18.355172413793102
2025,681799,R,FC,31.3,-2.1999999999999997,9.568518518518518
2025,681799,R,ST,31.3,-21.449397590361446,-0.6698795180722892
2025,681810,R,SI,27,19.33653846153846,7.561538461538461
2025,681857,R,CH,36.5,14.824666666666667,0.317
2025,681857,R,CU,36.5,-7.884375,-12.7
2025,681857,R,FF,36.5,9.561032863849766,15.247887323943662
2025,681857,R,SI,36.5,15.629357798165138,10.710703363914373
2025,681857,R,SL,36.5,-5.0172,-3.6116
2025,681867,R,CH,9.3,12.961627906976744,-5.546511627906977
2025,681867,R,FC,9.3,0.5707317073170732,8.22439024390244
2025,681867,R,SI,9.3,15.04935064935065,-1.5246753246753246
2025,681869,R,CH,35.3,14.23125,-2.495
2025,681869,R,CU,35.3,-10.6475,-14.80625
2025,681869,R,FF,35.3,11.1,14.044919786096257
2025,681869,R,SI,35.3,16.27752808988764,8.297752808988763
2025,681869,R,ST,35.3,-16.389583333333334,0.24166666666666659
2025,681870,L,CU,48.2,-6.8657894736842104,-13.965789473684211
2025,681870,L,FF,48.2,9.635380116959064,19.840935672514618
2025,681870,L,SL,48.2,-0.47882352941176476,5.951764705882353
2025,681882,R,SI,48.4,14.648888888888889,10.625555555555556
2025,681892,L,CH,32,16.622988505747127,-0.3701149425287356
2025,681892,L,FC,32,0.6497206703910615,12.43463687150838
2025,681892,L,SI,32,16.371308016877638,7.412658227848102
2025,681892,L,SL,32,-4.106410256410256,2.216666666666667
2025,681892,L,ST,32,-14.40625,-2.7854166666666664
2025,681895,L,FF,16.1,6.245454545454545,12.856060606060606
2025,681895,L,SI,16.1,14.918446601941747,4.581553398058253
2025,681895,L,ST,16.1,-11.89090909090909,7.4602272727272725
2025,681911,L,CH,64.8,12.025396825396825,10.55079365079365
2025,681911,L,FF,64.8,5.623639455782313,20.850680272108843
2025,681911,L,SL,64.8,-6.494354838709677,4.167204301075269
2025,681916,R,FF,48.6,3.1202380952380953,16.63452380952381
2025,681916,R,ST,48.6,-10.198214285714286,5.439285714285714
2025,681982,R,FF,3.8,12.981818181818182,12.148311688311688
2025,681982,R,SI,3.8,17.766550522648085,0.32299651567944265
2025,681982,R,ST,3.8,-13.957077625570776,2.442922374429224
2025,682052,L,CH,20.8,18.359375,4.891964285714286
2025,682052,L,FC,20.8,0.9818930041152263,9.900411522633744
2025,682052,L,FF,20.8,13.610732538330494,11.87563884156729
2025,682052,L,SI,20.8,17.52233009708738,7.002912621359223
2025,682052,L,SL,20.8,-9.223575638506876,1.687033398821218
2025,682120,L,CU,31.2,-10.867457627118645,-2.982372881355932
2025,682120,L,FF,31.2,8.097948717948718,12.60051282051282
2025,682120,L,SI,31.2,15.9515873015873,3.465079365079365
2025,682120,L,SL,31.2,-0.5873134328358208,2.237313432835821
2025,682171,R,FF,-2.8,3.019767441860465,5.883720930232558
2025,682171,R,ST,-2.8,-18.189473684210526,1.3166666666666667
2025,682243,R,FF,44.1,6.573575949367089,18.93006329113924
2025,682243,R,SI,44.1,14.853333333333333,13.384705882352941
2025,682243,R,SL,44.1,-3.993162393162393,1.2837606837606839
2025,682243,R,ST,44.1,-16.05151515151515,-7.181818181818182
2025,682254,L,FF,52.3,6.108260105448155,18.485588752196836
2025,682254,L,SL,52.3,-0.8472413793103448,1.7620689655172415
2025,682274,R,CH,62.1,9.063963963963964,9.47027027027027
2025,682274,R,FF,62.1,4.773553719008264,20.196694214876032
2025,682274,R,SL,62.1,-4.059756097560975,4.556097560975609
2025,682610,R,FC,38.7,0.4029850746268657,7.276119402985075
2025,682610,R,SL,38.7,-2.7085714285714286,-4.47
2025,682790,R,CH,27.5,16.119298245614036,5.821052631578947
2025,682790,R,FF,27.5,11.688349514563107,14.28009708737864
2025,682825,R,SI,35.3,14.477483443708609,7.250662251655629
2025,682825,R,SL,35.3,-6.8865384615384615,6.776923076923077
2025,682842,R,SI,38.2,13.91641791044776,6.1985074626865675
2025,682842,R,SL,38.2,-10.548320895522389,3.863246268656716
2025,682847,R,CH,21.9,14.614432989690721,2.6402061855670103
2025,682847,R,FC,21.9,-0.39945652173913043,9.152173913043478
2025,682847,R,FF,21.9,12.503854875283446,11.923582766439909
2025,682847,R,SI,21.9,16.565870307167234,3.045392491467577
2025,682847,R,SL,21.9,-6.347043701799486,0.887146529562982
2025,682989,R,SI,23.2,18.749019607843138,6.903921568627451
2025,682989,R,SL,23.2,-1.128395061728395,7.008641975308642
2025,682989,R,ST,23.2,-10.33015873015873,8.09047619047619
2025,682990,R,CU,46.9,-4.633480176211454,-8.770044052863437
2025,682990,R,FC,46.9,-0.6043564356435644,11.19049504950495
2025,682990,R,SI,46.9,14.640175097276265,7.149513618677043
2025,682990,R,SL,46.9,-4.1020864381520115,-0.4636363636363637
2025,683004,R,CH,45.5,14.46431924882629,2.9727699530516434
2025,683004,R,CU,45.5,-6.277049180327869,-9.70327868852459
2025,683004,R,FF,45.5,8.865169660678642,17.442115768463076
2025,683004,R,SI,45.5,13.618387096774194,14.691935483870967
2025,683004,R,SL,45.5,-4.215116279069767,1.3488372093023255
2025,683155,R,FF,38.4,6.820879120879121,16.075824175824177
2025,683175,R,FF,40.4,8.954255319148936,16.552659574468084
2025,683175,R,ST,40.4,-15.155882352941177,-0.2976470588235294
2025,683232,R,FF,55.3,5.024115044247788,18.39867256637168
2025,683232,R,SL,55.3,-1.9832402234636872,-0.23100558659217868
2025,683409,R,CH,34.5,11.702673796791444,7.040909090909091
2025,683409,R,FF,34.5,14.25863539445629,9.515991471215353
2025,683409,R,SL,34.5,-0.9480446927374301,4.053072625698324
2025,683618,R,FC,41.2,-1.0363636363636364,9.727272727272727
2025,683618,R,FF,41.2,8.90875,15.96375
2025,683618,R,SI,41.2,14.277215189873418,12.736708860759494
2025,683627,R,CH,49.3,13.636363636363637,6.16
2025,683627,R,CU,49.3,-2.642857142857143,-2.4593406593406595
2025,683627,R,FF,49.3,7.054074074074074,15.128148148148147
2025,683627,R,SL,49.3,-3.6045977011494252,5.037931034482758
2025,683769,R,CH,36.8,17.258273381294963,7.640287769784172
2025,683769,R,FF,36.8,7.445533141210374,16.95907780979827
2025,683769,R,SL,36.8,-5.396802841918295,5.019538188277087
2025,684007,L,FF,35.8,11.920868744098206,17.989990557129367
2025,684007,L,ST,35.8,-11.950139275766016,1.9069637883008357
2025,684320,R,FF,36.4,4.089029535864979,13.482278481012658
2025,684320,R,SI,36.4,16.295652173913044,10.652173913043478
2025,684320,R,SL,36.4,-7.005020920502092,0.4435146443514643
2025,684974,R,CH,18.5,18.017283950617283,-2.9518518518518517
2025,684974,R,FF,18.5,17.33582089552239,9.871641791044777
2025,685107,L,FF,34.8,8.39041095890411,14.603424657534246
2025,685107,L,SI,34.8,16.7125,9.926785714285714
2025,685107,L,SL,34.8,-2.3904347826086956,2.9017391304347826
2025,685107,L,ST,34.8,-11.159230769230769,0.48538461538461536
2025,685126,L,CH,32,12.769101123595506,1.8671348314606742
2025,685126,L,FF,32,10.065025906735752,15.16839378238342
2025,685126,L,SL,32,-2.446543778801843,5.081566820276498
2025,685299,R,CH,42.9,12.333460076045627,7.380608365019011
2025,685299,R,FF,42.9,11.126331811263318,14.36544901065449
2025,685299,R,SL,42.9,-1.5181229773462783,2.139482200647249
2025,685314,L,CU,48.8,-8.131937172774869,-9.342931937172775
2025,685314,L,FF,48.8,-0.7982456140350876,8.782456140350877
2025,685314,L,SI,48.8,8.332402234636872,4.712290502793296
2025,685326,R,FF,30.5,11.304878048780488,12.9
2025,685326,R,SL,30.5,-3.3855670103092783,2.6237113402061856
2025,685801,R,FF,53.7,4.212745098039216,17.945098039215686
2025,685801,R,SL,53.7,-5.083168316831683,2.5742574257425743
2025,686218,R,CH,34.7,12.813612565445027,0.7209424083769632
2025,686218,R,CU,34.7,-11.487142857142857,-13.801428571428572
2025,686218,R,FF,34.7,9.297014925373134,17.87705223880597
